,film_id,title,cast,my_title,my_rating,budget,id,imdb_id,original_language,overview,poster_path,revenue,runtime,votes,imdb_rating,year,genre
195,195,Splash,"TOM HANKS,DARRYL HANNAH",SPLASH,7.5,8000000,2619,tt0088161,en,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",/iDHJwSjoQOXzAVQ7X5SmIK2yYvR.jpg,69821334,111,59597,6.2,1984,ADVENTURE
196,196,Spy Kids,"ANTONIO BANDERAS,ALAN CUMMING",SPY KIDS,7,35000000,10054,tt0227538,en,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",/10zMofjfvnKahF8wqZ4nNzVeNps.jpg,147934180,88,92743,5.4,2001,ADVENTURE
197,197,Spy Kids 2: The Island of Lost Dreams,ANTONIO BANDERAS,SPY KIDS 2,4,38000000,9488,tt0287717,en,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",/tt8IpWLJYmTlATHFhsxmA1U5RDy.jpg,119723358,100,50269,5.1,2002,ADVENTURE
198,198,Spy Kids 3-D: Game Over,"ANTONIO BANDERAS,SYLVESTER STALLONE",SPY KIDS 3,6,38000000,12279,tt0338459,en,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",/tethGDyocmatW6Li1NcUBXQo6Oo.jpg,197011982,84,45203,4.2,2003,ADVENTURE
199,199,Star Wars: Episode I - The Phantom Menace,"LIAM NEESON,SAMUEL L. JACKSON,NATALIE PORTMAN",STAR WARS -EP 1:THE PHANTOM MENACE,6,115000000,1893,tt0120915,en,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",/n8V09dDc02KsSN6Q4hC2BX6hN8X.jpg,924317558,136,607098,6.5,1999,ACTION
200,200,Star Wars: Episode II - Attack of the Clones,"SAMUEL L. JACKSON , EWAN MCGREGOR ,NATALIE PORTMAN",STAR WARS -EP 2:ATTACK OF THE CLONES,6,120000000,1894,tt0121765,en,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator PadmÃ_Â€ÂŒÂ© Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for PadmÃ_Â€ÂŒÂ© as well as his own darker side. Soon, Anakin, PadmÃ_Â€ÂŒÂ©, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",/2vcNFtrZXNwIcBgH5e2xXCmVR8t.jpg,649398328,142,531030,6.6,2002,ACTION
201,201,Star Wars: Episode III - Revenge of the Sith,"SAMUEL L. JACKSON , EWAN MCGREGOR ,NATALIE PORTMAN",STAR WARS -EP 3:REVENGE OF THE SITH,7,113000000,1895,tt0121766,en,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice Ã_Â¢ÂŒÃ_ÂŒÃ± Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring Ã_Â¢ÂŒÃ_ÂŒÃ± the twin children born in secrecy who will grow up to become heroes.",/tgr5Pdy7ehZYBqBkN2K7Q02xgOb.jpg,850000000,140,592039,7.6,2005,ACTION
202,202,Star Wars,"MARK HAMILL,HARISSON FORD,CARRIE FISCHER",STAR WARS -EP 4:A NEW HOPE,8.5,11000000,11,tt0076759,en,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,/btTdmkgIvOi0FFip1sPuZI2oQG6.jpg,775398007,121,1033326,8.6,1977,ACTION
203,203,The Empire Strikes Back,"MARK HAMILL,HARISSON FORD,CARRIE FISCHER",STAR WARS -EP 5:THE EMPIRE STRIKES BACK,8.5,18000000,1891,tt0080684,en,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg,538400000,124,960993,8.8,1980,ACTION
204,204,Return of the Jedi,"MARK HAMILL,HARISSON FORD,CARRIE FISCHER",STAR WARS -EP 6:RETURN OF THE JEDI,7.5,32350000,1892,tt0086190,en,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",/jx5p0aHlbPXqe3AH9G15NvmWaqQ.jpg,572700000,135,789407,8.3,1983,ACTION
205,205,Starsky & Hutch,"BEN STILLER,OWEN WILSON,VINCE VAUGHN,JASON BATEMAN",STARSKY AND HUTCH,6.5,60000000,9384,tt0335438,en,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.",/plbKo5JoCijmqghCWrw2ef8WFhg.jpg,170268750,101,126942,6.1,2004,COMEDY
206,206,Stuart Little,"MICHAEL J. FOX,HUGH LAURIE,GEENA DAVIS",STUART LITTLE,7,133000000,10137,tt0164912,en,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.",/539JU71suy9q4Wd5vvkKQLl5fTC.jpg,300135367,84,106198,5.9,1999,COMEDY
207,207,Superbad,"SETH ROGEN,MICHAEL CERA",SUPERBAD,8,20000000,8363,tt0829482,en,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.",/7RZWtDkf0mgrxvJNFj43YW2Ugi8.jpg,121463226,113,457477,7.6,2007,TEEN
208,208,Superman,"CHRISTOPHER REEVES,GENE HACKMAN,MARLON BRANDO",SUPERMAN,7,55000000,1924,tt0078346,en,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",/n2DOECThGG7h7m5AjLi2Nuh23u1.jpg,300218018,143,138700,7.3,1978,COMICBOOK
209,209,Superman II,"CHRISTOPHER REEVES,GENE HACKMAN",SUPERMAN 2,5,54000000,8536,tt0081573,en,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",/uvxjXSfph2FD07A2jBG9NHJnl27.jpg,190458706,127,84606,6.8,1980,COMICBOOK
210,210,Superman Returns,"BRANDON ROUTH,KATE BOSWORTH,KEVIN SPACEY",SUPERMAN RETURNS,5,270000000,1452,tt0348150,en,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",/e3aLTaD5ppxo3en0GAGceekEPAe.jpg,391081192,154,252316,6.1,2006,COMICBOOK
211,211,Swordfish,"JOHN TRAVOLTA ,HUGH JACKMAN,HALLE BERRY",SWORDFISH,6,102000000,9705,tt0244244,en,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",/uJdI3eau8BHgTsrUbAeccnKn0ez.jpg,147080413,99,163433,6.5,2001,ACTION
212,212,Tadpole,SIGOURNEY WEAVER,TADPOLE,7.5,150000,39141,tt0271219,en,"Beautiful, sophisticated women are all over Oscar Grubman. He is sensitive and compassionate, speaks French fluently, is passionate about Voltaire, and thinks the feature that tells the most about a woman is her hands. On the train home from Chauncey Academy for the Thanksgiving weekend, Oscar confides in his best friend that he has plans for this vacation--he will win the heart of his true love. But there is one major problem--Oscar's true love is his stepmother Eve. Oscar is certain that he could be a better mate to Eve than his work-obsessed father. He fails to win Eve's heart and is consequently dejected. Oscar's path to his true love is further crossed by Diane, Eve's best friend who, one night while wearing Eve's borrowed perfumed scarf, offers him temporary comfort in an unconventional tryst. For Diane, Oscar fills a void in her life. For Oscar, Diane is somewhat of a distraction, as his continued pursuit of Eve leads to an unexpected resolution.",/wGwYycW8hI1GxG9HyQSfThetaPO.jpg,2891288,78,5342,6.2,2000,COMEDY
213,213,Taxi Driver,"ROBERT DE NIRO,JODIE FOSTER",TAXI DRIVER,9,1300000,103,tt0075314,en,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,28262574,114,578315,8.3,1976,CRIME
214,214,Terminator 2: Judgment Day,"ARNOLD SCHWARZNEGGAR,LINDA HAMILTON",TERMINATOR 2: JUDGEMENT DAY,8,100000000,280,tt0103064,en,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg,520000000,137,833211,8.5,1991,SCI-FI
215,215,Thank You for Smoking,"AARON ECKHART,ROBERT DUVALL,KATIE HOLMES",THANK YOU FOR SMOKING,8,6500000,9388,tt0427944,en,"Nick Naylor is a charismatic spin-doctor for Big Tobacco who'll fight to protect America's right to smoke -- even if it kills him -- while still remaining a role model for his 12-year old son. When he incurs the wrath of a senator bent on snuffing out cigarettes, Nick's powers of ""filtering the truth"" will be put to the test.",/v8PKsbAGIvAhKbbRUjdQ3jgFD2S.jpg,24793509,92,200341,7.6,2005,DRAMA
216,216,The 40 Year Old Virgin,"STEVE CARELL,SETH ROGEN,PAUL RUDD",THE 40 YEAR OLD VIRGIN,8,26000000,6957,tt0405422,en,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",/kFXfr0ioXRfxz4AvQ6RJ7iFF6PI.jpg,109449237,116,340239,7.1,2005,COMEDY
217,217,The Avengers,"UMA THURMAN,RALPH FIENNES,SEAN CONNERY",THE AVENGERS,6.5,60000000,9320,tt0118661,en,Two British agents team up to stop Sir August de Wynter from destroying the world with a weather-changing machine,/cezWGskPY5x7GaglTTRN4Fugfb8.jpg,48585416,89,37152,3.7,1998,ACTION
218,218,The Avengers,"ROBERT DOWNEY JR.,CHRIS EVANS,SAMUEL L. JACKSON,MARK RUFFALO",THE AVENGERS,7,220000000,24428,tt0848228,en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",/cezWGskPY5x7GaglTTRN4Fugfb8.jpg,1519557910,143,1084189,8.1,2012,COMICBOOK
219,219,The Aviator,"LEONARDO DI CAPRIO,CATE BLANCHETT",THE AVIATOR,7.5,116000000,2567,tt0338751,en,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",/3MKBQgIHI5DPVNvryiTesskS5mf.jpg,102000000,170,289616,7.5,2004,DRAMA
220,220,Bicycle Thieves,,BICYCLE THIEVES,8,0,241052,tt3683214,ml,The film revolves around a guy and three others earn their living by stealing bicycles and selling them.,/3f8db9rz3a90ZviHvOET9unx33V.jpg,0,147,181,5.9,2013,DRAMA
221,221,The Breakfast Club,EMILIO ESTOVEZ,THE BREAKFAST CLUB,7,1000000,2108,tt0088847,en,"Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought.",/4ZejrrCpfoypR5lHoT3pq6yVldW.jpg,51525171,97,291402,7.9,1985,TEEN
222,222,The Cable Guy,"MATTHEW BROADERICK,JIM CARREY",THE CABLE GUY,4,47000000,9894,tt0115798,en,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.",/mqb62jLrlrT6XS1rR8cprtEW2Z6.jpg,102825796,96,133128,6.1,1996,COMEDY
223,223,The Cider House Rules,"TOBEY MAGUIRE,MICHAEL CAINE",THE CIDER HOUSE RULES,8,24000000,1715,tt0124315,en,"Homer is an orphan who was never adopted, becoming the favorite of orphanage director Dr. Larch. Dr. Larch imparts his full medical knowledge on Homer, who becomes a skilled, albeit unlicensed, physician. But Homer yearns for a self-chosen life outside the orphanage. What will Homer learn about life and love in the cider house? What of the destiny that Dr. Larch has planned for him?",/vAWQenCtBlzICEi9PGY3nz8CWRJ.jpg,88545092,126,84280,7.4,1999,DRAMA
224,224,The Curious Case of Benjamin Button,"BRAD PITT,CATE BLANCHETT",THE CURIOUS CASE OF BENJAMIN BUTTON,6.5,150000000,4922,tt0421715,en,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",/4O4INOPtWTfHq3dd5vYTPV0TCwa.jpg,333932083,166,505952,7.8,2008,DRAMA
225,225,The Da Vinci Code,"TOM HANKS,SOPHIE NEVEU,IAN MCKELLEN,JEAN RENO",THE DA VINCI CODE,5,125000000,591,tt0382625,en,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",/5IqaT3fza0Y9vKazjGwDGsNuuS8.jpg,767820459,149,351435,6.6,2006,ADVENTURE
226,226,The Dark Knight Rises,"CHRISTIAN BALE,HEATH LEDGER,AARON ECKHART,MAGGIE GYLLENHALL",THE DARK KNIGHT,9,250000000,49026,tt1345836,en,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",/dEYnvnUfXrqvqeRSqvIEtmzhoA8.jpg,1084939099,165,1282023,8.4,2012,COMICBOOK
227,227,The Dark Knight Rises,"CHRISTIAN BALE,ANNE HATHAWAY, TOM HARDY, MARION COTILLARD,JOSEPH G.LEVITT",THE DARK KNIGHT RISES,9,250000000,49026,tt1345836,en,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",/dEYnvnUfXrqvqeRSqvIEtmzhoA8.jpg,1084939099,165,1282023,8.4,2012,COMICBOOK
